course_title,institution,link,course_type,course_duration,competency_1,proficiency_levels_1,competency_2,proficiency_levels_2,competency_3,proficiency_levels_3,competency_4,proficiency_levels_4,competency_5,proficiency_levels_5,competency_6,proficiency_levels_6,competency_7,proficiency_levels_7,competency_8,proficiency_levels_8,competency_9,proficiency_levels_9,competency_10,proficiency_levels_10,competency_11,proficiency_levels_11,competency_12,proficiency_levels_12,competency_13,proficiency_levels_13,competency_14,proficiency_levels_14,competency_15,proficiency_levels_15,competency_16,proficiency_levels_16,competency_17,proficiency_levels_17,competency_18,proficiency_levels_18,competency_19,proficiency_levels_19,competency_20,proficiency_levels_20,competency_21,proficiency_levels_21,competency_22,proficiency_levels_22,competency_23,proficiency_levels_23,competency_24,proficiency_levels_24,competency_25,proficiency_levels_25,competency_26,proficiency_levels_26,competency_27,proficiency_levels_27,competency_28,proficiency_levels_28,competency_29,proficiency_levels_29,competency_30,proficiency_levels_30,competency_31,proficiency_levels_31,competency_32,proficiency_levels_32,competency_33,proficiency_levels_33,competency_34,proficiency_levels_34,competency_35,proficiency_levels_35,competency_36,proficiency_levels_36,competency_37,proficiency_levels_37,competency_38,proficiency_levels_38,competency_39,proficiency_levels_39,competency_40,proficiency_levels_40,competency_41,proficiency_levels_41,competency_42,proficiency_levels_42,competency_43,proficiency_levels_43,competency_44,proficiency_levels_44,competency_45,proficiency_levels_45,competency_46,proficiency_levels_46,competency_47,proficiency_levels_47,competency_48,proficiency_levels_48,competency_49,proficiency_levels_49,competency_50,proficiency_levels_50
PEBU 0671 Managing Data Quality and Integrity,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2417784,,,"Data Analytics, Management, and Visualization","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing the Audit Engagement (AUDT9102),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/AUDT9102,,,Decision Support,"3,4",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selecting and Planning Audits for Return on Investment (AUDT8914),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/AUDT8914,,,Decision Support,"3,4",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Writing Audit Reports by Objectives (AUDT8511),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/AUDT8511,,,Decision Support,"3,4",Decision Support - Audit Execution,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LHL 0220 Data Wrangling, Visualization & Reporting",George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=1738751&courseTitle=data-wrangling-visualization-reporting,,,Decision Support,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0361 Accounting Analytics,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2408922,,,Decision Support,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0361 Accounting Analytics,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2408921,,,Decision Support,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0411 Developing Decision Making II,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409495,,,Decision Support,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building & Leading Teams Channel,Skillsoft,https://www.skillsoft.com/channel/building-leading-teams-bbeb65e0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cross-Cultural Leadership Channel,Skillsoft,https://www.skillsoft.com/channel/cross-cultural-leadership-0020eef1-162c-438c-a3c7-cd5f0ccfa6ed?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer First Leadership Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/customer-first-leadership-984c0284-9b0d-4264-bdf8-c485d5a16a96?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Developing People Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/developing-people-c7de7ae0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embracing Diversity Channel,Skillsoft,https://www.skillsoft.com/channel/embracing-diversity-e3fd93a0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judgement & Decisiveness Channel,Skillsoft,https://www.skillsoft.com/channel/judgment-decisiveness-31fabed0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leader as Coach Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/leader-as-coach-abbca300-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leader as Motivator Channel,Skillsoft,https://www.skillsoft.com/channel/leader-as-motivator-3b0712bc-86b3-42b3-950b-65d0fc50cf6c?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership Networking Channel,Skillsoft,https://www.skillsoft.com/channel/leadership-networking-55caaf00-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership Toolkits Channel,Skillsoft,https://www.skillsoft.com/channel/leadership-toolkits-bbaa1d54-5efe-4df4-b489-552a4c6ace1b?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading a Culture of Execution Channel,Skillsoft,https://www.skillsoft.com/channel/leading-a-culture-of-execution-c6dd2cf0-c3ff-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Innovation Channel,Skillsoft,https://www.skillsoft.com/channel/leading-innovation-042afe20-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Organizational Vision Channel,Skillsoft,https://www.skillsoft.com/channel/leading-organizational-vision-daa36e70-c3ff-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Through Change Channel,Skillsoft,https://www.skillsoft.com/channel/leading-through-change-99b92020-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leading Virtually Channel,Skillsoft,https://www.skillsoft.com/channel/leading-virtually-f161ebe0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Conflict Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/managing-conflict-d23ebae0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managing Priorities Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/managing-priorities-16743c90-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Problem Solving & Decision Making Channel,Skillsoft,https://www.skillsoft.com/channel/problem-solving-decision-making-2600a4f0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Accountable Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-accountable-leader-63220ef0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Adaptive Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-adaptive-leader-4f7c488a-634e-414e-bcc2-b6f8a722acc7?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Agile Leader Channel (SLDP),Skillsoft,https://www.skillsoft.com/channel/the-agile-leader-761d8660-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Collaborative Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-collaborative-leader-fb8a3782-e5c1-404b-a825-2cb01aa2da47?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Digital Savvy Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-digital-savvy-leader-63456a58-3c55-4df0-acdb-3c9580a9b5e0?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Emotionally Intelligent Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-emotionally-intelligent-leader-85ac11a0-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ethics Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-ethical-leader-8f2897d7-759c-4b84-91bc-6c346bf9c9c8?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Influential Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-influential-leader-b1edd4c0-c3ff-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Mindful Leader Channel,Skillsoft,https://www.skillsoft.com/channel/the-mindful-leader-324982f1-921d-4b5d-9e58-b9c79175e89b?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinking Critically Channel,Skillsoft,https://www.skillsoft.com/channel/thinking-critically-42db1e70-c400-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinking Strategically Channel,Skillsoft,https://www.skillsoft.com/channel/thinking-strategically-f4c0ead0-c3ff-11e7-bfa9-ef5e1a5e569f?cta=feds,,,Decision Support,"3,4,5",Decision Support - Audit Execution,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0361 Accounting Analytics,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2408923,,,Decision Support,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0361 Accounting Analytics,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2408922,,,Decision Support,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0372 Financial Statement Analysis,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409616,,,"Financial Concepts, Policies and Principles",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0737 Fraud and the Law,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409651,,,"Financial Concepts, Policies and Principles","4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Federal Accounting (ACCT8003),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/ACCT8003,,,Financial Reporting,3,Fundamentals and Operations of Accounting,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0531 Foundations of Financial Reporting,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409624,,,Financial Reporting,"3,4,5",Fundamentals and Operations of Accounting,"3,4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0672 Government and Nonprofit Accounting,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409727,,,Financial Reporting,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Accounting Standards (ACCT7102),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/ACCT7102,,,Fundamentals and Operations of Accounting,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Federal Budgeting, Execution and Accounting: The Relationship (FINC8300)",Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/FINC8300,,,Fundamentals and Operations of Accounting,"1,2",Fundamentals and Operations of Budget,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government Standard General Ledger (ACCT8100),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/ACCT8100,,,Fundamentals and Operations of Accounting,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Federal Accounting (ACCT7001),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/ACCT7001,,,Fundamentals and Operations of Accounting,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0531 Foundations of Financial Reporting,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409627,,,Fundamentals and Operations of Accounting,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Budgeting for Non-Budgeting Personnel (BUDG7000),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/BUDG7000,,,Fundamentals and Operations of Budget,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Federal Budgeting (BUDG7001),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/BUDG7001,,,Fundamentals and Operations of Budget,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay Setting for FWS Positions (PADM7001),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/PADM7001,,,"Payroll Concepts, Policies and Principles",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay Setting for GS Positions (PADM7002),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/PADM7002,,,"Payroll Concepts, Policies and Principles",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay Setting: Federal Wage System (STAF9004),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/STAF9004,,,"Payroll Concepts, Policies and Principles",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pay Setting: General Schedule (STAF9002),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/STAF9002,,,"Payroll Concepts, Policies and Principles",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webinar - Risk Management,AGA,https://www.agacgfm.org/Training/Webinars.aspx,,,Risk Management,"1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0425 Managing the Business Enterprise,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2417807,,,Risk Management,"1,2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0424 Developing a Strategic Mindset,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409491,,,Risk Management,"3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webinar - Robotic Process Automation/ Artificial Intelligence,AGA,https://www.agacgfm.org/Training/Webinars.aspx,,,Robotic Process Automation,"1,2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0361 Accounting Analytics,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2408919,,,Robotic Process Automation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0427 Process Efficiency and Effectiveness,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409676,,,Business Process Improvement,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Performance Management (LABR7013),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/LABR7013,,,Developing Others,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0502 Chief Learning Officer Certificate,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2409058,,,Developing Others,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEBU 0423 Linking Strategy to Execution,George Mason University,https://masoncpe.gmu.edu/search/publicCourseSearchDetails.do?method=load&courseId=2417750,,,Enterprise Perspective,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Labor Relations (LABR7051),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/LABR7051,,,Human Capital Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Human Resources Management (PERS1731) Self-Paced,Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/PERS1731,,,Human Capital Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Human Resources Management (PMGT7011),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/PMGT7011,,,Human Capital Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal Labor Relations (Basic) (LABR7020),Graduate School USA (GSUSA),https://www.LearnAtGSUSA.com/LABR7020,,,Human Capital Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
